Chromosome,Start,End,Type,Family,GeneID
3,5440349,5440538,LTR/Gypsy,rnd-1_family-0,
3,5475988,5476151,LTR/Gypsy,rnd-1_family-0,
3,5532386,5532676,LTR/Gypsy,rnd-1_family-0,
3,5584444,5584704,LTR/Gypsy,rnd-1_family-0,
3,5633574,5633875,LTR/Gypsy,rnd-1_family-0,
3,5660168,5660193,LTR/Gypsy,rnd-1_family-0,
3,5670409,5670645,LTR/Gypsy,rnd-1_family-0,
3,5681767,5681933,LTR/Gypsy,rnd-1_family-0,
3,5688494,5688509,LTR/Gypsy,rnd-1_family-0,
3,5692872,5692894,LTR/Gypsy,rnd-1_family-0,
3,5694265,5694586,LTR/Gypsy,rnd-1_family-0,
3,5703608,5703734,LTR/Gypsy,rnd-1_family-0,
3,5728697,5728843,LTR/Gypsy,rnd-1_family-0,
3,5748701,5748837,LTR/Gypsy,rnd-1_family-0,
3,5753754,5753780,LTR/Gypsy,rnd-1_family-0,
3,5763531,5763720,LTR/Gypsy,rnd-1_family-0,
3,5791721,5791993,LTR/Gypsy,rnd-1_family-0,
3,5796903,5796970,LTR/Gypsy,rnd-1_family-0,
3,5797587,5797834,LTR/Gypsy,rnd-1_family-0,
3,5803802,5803966,LTR/Gypsy,rnd-1_family-0,
3,5808589,5808642,LTR/Gypsy,rnd-1_family-0,
3,5842067,5842190,LTR/Gypsy,rnd-1_family-0,
3,5842517,5842558,LTR/Gypsy,rnd-1_family-0,
3,5853274,5853454,LTR/Gypsy,rnd-1_family-0,
3,5875984,5876065,LTR/Gypsy,rnd-1_family-0,
3,5895176,5895393,LTR/Gypsy,rnd-1_family-0,
3,5924619,5924938,LTR/Gypsy,rnd-1_family-0,
3,5929898,5930080,LTR/Gypsy,rnd-1_family-0,
3,5956004,5956033,LTR/Gypsy,rnd-1_family-0,
3,5971637,5972112,LTR/Gypsy,rnd-1_family-0,
3,5971637,5971743,LTR/Gypsy,rnd-1_family-0,
3,5972016,5972112,LTR/Gypsy,rnd-1_family-0,
3,5978111,5978287,LTR/Gypsy,rnd-1_family-0,
3,5984124,5984318,LTR/Gypsy,rnd-1_family-0,
3,6037810,6038021,LTR/Gypsy,rnd-1_family-0,
3,6037943,6038113,LTR/Gypsy,rnd-1_family-0,
3,6053616,6053724,LTR/Gypsy,rnd-1_family-0,
3,6063738,6063839,LTR/Gypsy,rnd-1_family-0,
3,6070787,6070963,LTR/Gypsy,rnd-1_family-0,
3,6085093,6085259,LTR/Gypsy,rnd-1_family-0,
3,6097835,6098175,LTR/Gypsy,rnd-1_family-0,
3,6097835,6098014,LTR/Gypsy,rnd-1_family-0,
3,6098100,6098175,LTR/Gypsy,rnd-1_family-0,
3,6112669,6112778,LTR/Gypsy,rnd-1_family-0,
3,6113598,6113678,LTR/Gypsy,rnd-1_family-0,
3,6133704,6133911,LTR/Gypsy,rnd-1_family-0,
3,6144903,6145117,LTR/Gypsy,rnd-1_family-0,
3,6145492,6145672,LTR/Gypsy,rnd-1_family-0,
3,6155892,6158077,LTR/Gypsy,rnd-1_family-0,
3,6155892,6156138,LTR/Gypsy,rnd-1_family-0,
3,6157426,6158077,LTR/Gypsy,rnd-1_family-0,
3,6172504,6172695,LTR/Gypsy,rnd-1_family-0,
3,6181281,6181534,LTR/Gypsy,rnd-1_family-0,
3,6228878,6229086,LTR/Gypsy,rnd-1_family-0,
3,6237197,6237483,LTR/Gypsy,rnd-1_family-0,
3,6239726,6239933,LTR/Gypsy,rnd-1_family-0,
3,6260424,6261128,LTR/Gypsy,rnd-1_family-0,
3,6260424,6260522,LTR/Gypsy,rnd-1_family-0,
3,6260994,6261128,LTR/Gypsy,rnd-1_family-0,
3,6260890,6261479,LTR/Gypsy,rnd-1_family-0,
3,6260890,6260993,LTR/Gypsy,rnd-1_family-0,
3,6261213,6261479,LTR/Gypsy,rnd-1_family-0,
3,6261260,6261486,LTR/Gypsy,rnd-1_family-0,
3,6279288,6279579,LTR/Gypsy,rnd-1_family-0,
3,6315692,6315907,LTR/Gypsy,rnd-1_family-0,
3,6317772,6317939,LTR/Gypsy,rnd-1_family-0,
3,6338365,6338539,LTR/Gypsy,rnd-1_family-0,
3,6338365,6338383,LTR/Gypsy,rnd-1_family-0,
3,6338521,6338539,LTR/Gypsy,rnd-1_family-0,
3,6346399,6346497,LTR/Gypsy,rnd-1_family-0,
3,6355252,6356170,LTR/Gypsy,rnd-1_family-0,
3,3491,4095,LTR/Gypsy,rnd-1_family-104,
3,61802,61860,LTR/Gypsy,rnd-1_family-104,
3,4570653,4570950,LTR/Gypsy,rnd-1_family-104,
3,3093,3490,LTR/Gypsy,rnd-1_family-26,
3,3788,10043,LTR/Gypsy,rnd-1_family-26,
3,10044,10428,LTR/Gypsy,rnd-1_family-26,
3,10828,10989,LTR/Gypsy,rnd-1_family-26,
3,2688136,2692329,LTR/Gypsy,rnd-1_family-26,
3,4569493,4570652,LTR/Gypsy,rnd-1_family-26,
3,4569493,4569659,LTR/Gypsy,rnd-1_family-26,
3,4570419,4570652,LTR/Gypsy,rnd-1_family-26,
3,4570951,4577267,LTR/Gypsy,rnd-1_family-26,
3,1773731,1774289,LTR/Gypsy,rnd-1_family-75,
3,2702620,2703169,LTR/Gypsy,rnd-1_family-75,
3,3363295,3363840,LTR/Gypsy,rnd-1_family-75,
3,44338,44408,LTR/Gypsy,rnd-3_family-148,
3,50778,50793,LTR/Gypsy,rnd-3_family-148,
3,83398,83472,LTR/Gypsy,rnd-3_family-148,
3,203545,203562,LTR/Gypsy,rnd-3_family-148,
3,230207,230220,LTR/Gypsy,rnd-3_family-148,
3,255809,255994,LTR/Gypsy,rnd-3_family-148,
3,344605,344757,LTR/Gypsy,rnd-3_family-148,
3,407435,407567,LTR/Gypsy,rnd-3_family-148,
3,553842,554097,LTR/Gypsy,rnd-3_family-148,
3,628686,629114,LTR/Gypsy,rnd-3_family-148,
3,704351,704522,LTR/Gypsy,rnd-3_family-148,
3,880388,880417,LTR/Gypsy,rnd-3_family-148,
3,891432,891593,LTR/Gypsy,rnd-3_family-148,
3,944809,945568,LTR/Gypsy,rnd-3_family-148,
3,944809,944948,LTR/Gypsy,rnd-3_family-148,
3,945540,945568,LTR/Gypsy,rnd-3_family-148,
3,964199,964271,LTR/Gypsy,rnd-3_family-148,
3,985609,985730,LTR/Gypsy,rnd-3_family-148,
3,1145848,1146032,LTR/Gypsy,rnd-3_family-148,
3,1308982,1309133,LTR/Gypsy,rnd-3_family-148,
3,1309922,1309942,LTR/Gypsy,rnd-3_family-148,
3,1349226,1349367,LTR/Gypsy,rnd-3_family-148,
3,1351251,1351323,LTR/Gypsy,rnd-3_family-148,
3,1360706,1360730,LTR/Gypsy,rnd-3_family-148,
3,1447238,1447430,LTR/Gypsy,rnd-3_family-148,
3,1585866,1586070,LTR/Gypsy,rnd-3_family-148,
3,1593979,1594093,LTR/Gypsy,rnd-3_family-148,
3,1593979,1593996,LTR/Gypsy,rnd-3_family-148,
3,1594081,1594093,LTR/Gypsy,rnd-3_family-148,
3,1672614,1672771,LTR/Gypsy,rnd-3_family-148,
3,1697248,1697358,LTR/Gypsy,rnd-3_family-148,
3,1701806,1701892,LTR/Gypsy,rnd-3_family-148,
3,1817394,1817531,LTR/Gypsy,rnd-3_family-148,
3,1843656,1843783,LTR/Gypsy,rnd-3_family-148,
3,1864463,1864591,LTR/Gypsy,rnd-3_family-148,
3,2055892,2055976,LTR/Gypsy,rnd-3_family-148,
3,2106177,2106308,LTR/Gypsy,rnd-3_family-148,
3,2148058,2148127,LTR/Gypsy,rnd-3_family-148,
3,2162795,2162920,LTR/Gypsy,rnd-3_family-148,
3,2163190,2163351,LTR/Gypsy,rnd-3_family-148,
3,2190674,2190793,LTR/Gypsy,rnd-3_family-148,
3,2190719,2190845,LTR/Gypsy,rnd-3_family-148,
3,2383748,2387304,LTR/Gypsy,rnd-3_family-148,
3,2383748,2383812,LTR/Gypsy,rnd-3_family-148,
3,2387155,2387304,LTR/Gypsy,rnd-3_family-148,
3,2414594,2414771,LTR/Gypsy,rnd-3_family-148,
3,2424722,2424898,LTR/Gypsy,rnd-3_family-148,
3,2445010,2445176,LTR/Gypsy,rnd-3_family-148,
3,2503244,2503317,LTR/Gypsy,rnd-3_family-148,
3,2559055,2559222,LTR/Gypsy,rnd-3_family-148,
3,2563500,2563574,LTR/Gypsy,rnd-3_family-148,
3,2603923,2603954,LTR/Gypsy,rnd-3_family-148,
3,2680792,2680972,LTR/Gypsy,rnd-3_family-148,
3,2717310,2717343,LTR/Gypsy,rnd-3_family-148,
3,2726439,2726543,LTR/Gypsy,rnd-3_family-148,
3,2728262,2728310,LTR/Gypsy,rnd-3_family-148,
3,2728982,2729116,LTR/Gypsy,rnd-3_family-148,
3,2738871,2739105,LTR/Gypsy,rnd-3_family-148,
3,2762183,2762312,LTR/Gypsy,rnd-3_family-148,
3,2865492,2865583,LTR/Gypsy,rnd-3_family-148,
3,2924966,2925064,LTR/Gypsy,rnd-3_family-148,
3,3039818,3039974,LTR/Gypsy,rnd-3_family-148,
3,3050488,3050671,LTR/Gypsy,rnd-3_family-148,
3,3091092,3091170,LTR/Gypsy,rnd-3_family-148,
3,3163363,3163457,LTR/Gypsy,rnd-3_family-148,
3,3241290,3241361,LTR/Gypsy,rnd-3_family-148,
3,3241979,3242079,LTR/Gypsy,rnd-3_family-148,
3,3299960,3300031,LTR/Gypsy,rnd-3_family-148,
3,3309598,3309693,LTR/Gypsy,rnd-3_family-148,
3,3342743,3342900,LTR/Gypsy,rnd-3_family-148,
3,3455527,3455670,LTR/Gypsy,rnd-3_family-148,
3,3463637,3463735,LTR/Gypsy,rnd-3_family-148,
3,3559612,3559805,LTR/Gypsy,rnd-3_family-148,
3,3597524,3597657,LTR/Gypsy,rnd-3_family-148,
3,3600366,3600477,LTR/Gypsy,rnd-3_family-148,
3,3612202,3612335,LTR/Gypsy,rnd-3_family-148,
3,3668154,3668256,LTR/Gypsy,rnd-3_family-148,
3,3682309,3682410,LTR/Gypsy,rnd-3_family-148,
3,3710749,3710839,LTR/Gypsy,rnd-3_family-148,
3,3791885,3792034,LTR/Gypsy,rnd-3_family-148,
3,3803915,3804083,LTR/Gypsy,rnd-3_family-148,
3,3826264,3826345,LTR/Gypsy,rnd-3_family-148,
3,3828481,3828499,LTR/Gypsy,rnd-3_family-148,
3,3917045,3917226,LTR/Gypsy,rnd-3_family-148,
3,3970433,3972288,LTR/Gypsy,rnd-3_family-148,
3,3970433,3970576,LTR/Gypsy,rnd-3_family-148,
3,3972218,3972288,LTR/Gypsy,rnd-3_family-148,
3,4127488,4127576,LTR/Gypsy,rnd-3_family-148,
3,4273164,4273230,LTR/Gypsy,rnd-3_family-148,
3,4284163,4284211,LTR/Gypsy,rnd-3_family-148,
3,4302872,4303072,LTR/Gypsy,rnd-3_family-148,
3,4419997,4420068,LTR/Gypsy,rnd-3_family-148,
3,4473082,4473143,LTR/Gypsy,rnd-3_family-148,
3,4506809,4506925,LTR/Gypsy,rnd-3_family-148,
3,4615244,4615399,LTR/Gypsy,rnd-3_family-148,
3,4684450,4684579,LTR/Gypsy,rnd-3_family-148,
3,4805602,4805806,LTR/Gypsy,rnd-3_family-148,
3,4806847,4806945,LTR/Gypsy,rnd-3_family-148,
3,4813942,4813972,LTR/Gypsy,rnd-3_family-148,
3,4900659,4900722,LTR/Gypsy,rnd-3_family-148,
3,4917521,4917689,LTR/Gypsy,rnd-3_family-148,
3,4972855,4972895,LTR/Gypsy,rnd-3_family-148,
3,4976727,4976953,LTR/Gypsy,rnd-3_family-148,
3,4991118,4991282,LTR/Gypsy,rnd-3_family-148,
3,4992684,4992773,LTR/Gypsy,rnd-3_family-148,
3,5034536,5034637,LTR/Gypsy,rnd-3_family-148,
3,5072048,5072149,LTR/Gypsy,rnd-3_family-148,
3,5074626,5074722,LTR/Gypsy,rnd-3_family-148,
3,5172911,5173063,LTR/Gypsy,rnd-3_family-148,
3,5426445,5426520,LTR/Gypsy,rnd-3_family-148,
3,5472160,5472409,LTR/Gypsy,rnd-3_family-148,
3,5500953,5501061,LTR/Gypsy,rnd-3_family-148,
3,5632454,5632561,LTR/Gypsy,rnd-3_family-148,
3,5633023,5633101,LTR/Gypsy,rnd-3_family-148,
3,5761170,5761315,LTR/Gypsy,rnd-3_family-148,
3,5768607,5768717,LTR/Gypsy,rnd-3_family-148,
3,5910873,5911017,LTR/Gypsy,rnd-3_family-148,
3,5917077,5917202,LTR/Gypsy,rnd-3_family-148,
3,5923342,5923451,LTR/Gypsy,rnd-3_family-148,
3,6070293,6070421,LTR/Gypsy,rnd-3_family-148,
3,6121863,6121972,LTR/Gypsy,rnd-3_family-148,
3,6173818,6173879,LTR/Gypsy,rnd-3_family-148,
3,6227138,6227366,LTR/Gypsy,rnd-3_family-148,
3,6252258,6252368,LTR/Gypsy,rnd-3_family-148,
3,6298121,6298206,LTR/Gypsy,rnd-3_family-148,
3,6332406,6332497,LTR/Gypsy,rnd-3_family-148,
3,6348064,6348213,LTR/Gypsy,rnd-3_family-148,
4,692994,693121,LTR/DIRS,rnd-1_family-13,
4,4137434,4137471,LTR/DIRS,rnd-1_family-13,
4,10717,10875,LTR/Gypsy,rnd-1_family-0,
4,38942,39099,LTR/Gypsy,rnd-1_family-0,
4,47105,47326,LTR/Gypsy,rnd-1_family-0,
4,54775,54957,LTR/Gypsy,rnd-1_family-0,
4,56476,56641,LTR/Gypsy,rnd-1_family-0,
4,64101,64295,LTR/Gypsy,rnd-1_family-0,
4,78167,78288,LTR/Gypsy,rnd-1_family-0,
4,81945,82107,LTR/Gypsy,rnd-1_family-0,
4,92778,92868,LTR/Gypsy,rnd-1_family-0,
4,124401,124583,LTR/Gypsy,rnd-1_family-0,
4,137986,138168,LTR/Gypsy,rnd-1_family-0,
4,142508,142784,LTR/Gypsy,rnd-1_family-0,
4,163269,163293,LTR/Gypsy,rnd-1_family-0,
4,165289,165560,LTR/Gypsy,rnd-1_family-0,
4,165289,165327,LTR/Gypsy,rnd-1_family-0,
4,165517,165560,LTR/Gypsy,rnd-1_family-0,
4,185598,186741,LTR/Gypsy,rnd-1_family-0,
4,185598,185749,LTR/Gypsy,rnd-1_family-0,
4,186650,186741,LTR/Gypsy,rnd-1_family-0,
4,216982,218014,LTR/Gypsy,rnd-1_family-0,
4,216982,217224,LTR/Gypsy,rnd-1_family-0,
4,217971,218014,LTR/Gypsy,rnd-1_family-0,
4,217797,217827,LTR/Gypsy,rnd-1_family-0,
4,240269,243175,LTR/Gypsy,rnd-1_family-0,
4,240269,240449,LTR/Gypsy,rnd-1_family-0,
4,242934,243175,LTR/Gypsy,rnd-1_family-0,
4,240417,240456,LTR/Gypsy,rnd-1_family-0,
4,258264,258439,LTR/Gypsy,rnd-1_family-0,
4,259083,259211,LTR/Gypsy,rnd-1_family-0,
4,291368,291550,LTR/Gypsy,rnd-1_family-0,
4,317632,317749,LTR/Gypsy,rnd-1_family-0,
4,329178,329278,LTR/Gypsy,rnd-1_family-0,
4,334819,334849,LTR/Gypsy,rnd-1_family-0,
4,369122,369509,LTR/Gypsy,rnd-1_family-0,
4,369122,369154,LTR/Gypsy,rnd-1_family-0,
4,369358,369509,LTR/Gypsy,rnd-1_family-0,
4,383235,383301,LTR/Gypsy,rnd-1_family-0,
4,404355,404599,LTR/Gypsy,rnd-1_family-0,
4,407923,409778,LTR/Gypsy,rnd-1_family-0,
4,407923,408105,LTR/Gypsy,rnd-1_family-0,
4,409580,409778,LTR/Gypsy,rnd-1_family-0,
4,424490,425702,LTR/Gypsy,rnd-1_family-0,
4,424490,424609,LTR/Gypsy,rnd-1_family-0,
4,425503,425702,LTR/Gypsy,rnd-1_family-0,
4,483155,483334,LTR/Gypsy,rnd-1_family-0,
4,486897,487089,LTR/Gypsy,rnd-1_family-0,
4,495008,495165,LTR/Gypsy,rnd-1_family-0,
4,529515,530431,LTR/Gypsy,rnd-1_family-0,
4,529515,529912,LTR/Gypsy,rnd-1_family-0,
4,530414,530431,LTR/Gypsy,rnd-1_family-0,
4,539832,539955,LTR/Gypsy,rnd-1_family-0,
4,552243,552426,LTR/Gypsy,rnd-1_family-0,
4,565811,565981,LTR/Gypsy,rnd-1_family-0,
4,566562,566764,LTR/Gypsy,rnd-1_family-0,
4,573846,574040,LTR/Gypsy,rnd-1_family-0,
4,582945,583539,LTR/Gypsy,rnd-1_family-0,
4,582945,583113,LTR/Gypsy,rnd-1_family-0,
4,583020,583539,LTR/Gypsy,rnd-1_family-0,
4,588190,588366,LTR/Gypsy,rnd-1_family-0,
4,595917,596087,LTR/Gypsy,rnd-1_family-0,
4,598335,598547,LTR/Gypsy,rnd-1_family-0,
4,622574,625182,LTR/Gypsy,rnd-1_family-0,
4,622574,622625,LTR/Gypsy,rnd-1_family-0,
4,625106,625182,LTR/Gypsy,rnd-1_family-0,
4,649509,649679,LTR/Gypsy,rnd-1_family-0,
4,675539,677872,LTR/Gypsy,rnd-1_family-0,
4,675539,675684,LTR/Gypsy,rnd-1_family-0,
4,677842,677872,LTR/Gypsy,rnd-1_family-0,
4,692624,692858,LTR/Gypsy,rnd-1_family-0,
4,708209,708371,LTR/Gypsy,rnd-1_family-0,
4,732927,733100,LTR/Gypsy,rnd-1_family-0,
4,776431,776596,LTR/Gypsy,rnd-1_family-0,
4,786619,786789,LTR/Gypsy,rnd-1_family-0,
4,807597,807799,LTR/Gypsy,rnd-1_family-0,
4,812536,812701,LTR/Gypsy,rnd-1_family-0,
4,818009,818258,LTR/Gypsy,rnd-1_family-0,
4,854640,854868,LTR/Gypsy,rnd-1_family-0,
4,870282,870418,LTR/Gypsy,rnd-1_family-0,
4,901227,901375,LTR/Gypsy,rnd-1_family-0,
4,903333,903474,LTR/Gypsy,rnd-1_family-0,
4,904378,904512,LTR/Gypsy,rnd-1_family-0,
4,907362,907544,LTR/Gypsy,rnd-1_family-0,
4,915536,915595,LTR/Gypsy,rnd-1_family-0,
4,972171,973780,LTR/Gypsy,rnd-1_family-0,
4,972171,972321,LTR/Gypsy,rnd-1_family-0,
4,973758,973780,LTR/Gypsy,rnd-1_family-0,
4,973561,973603,LTR/Gypsy,rnd-1_family-0,
4,1021379,1021485,LTR/Gypsy,rnd-1_family-0,
4,1025885,1026119,LTR/Gypsy,rnd-1_family-0,
4,1050835,1050925,LTR/Gypsy,rnd-1_family-0,
4,1055675,1055837,LTR/Gypsy,rnd-1_family-0,
4,1061357,1061473,LTR/Gypsy,rnd-1_family-0,
4,1073106,1073303,LTR/Gypsy,rnd-1_family-0,
4,1073239,1073274,LTR/Gypsy,rnd-1_family-0,
4,1075237,1075454,LTR/Gypsy,rnd-1_family-0,
4,1075237,1075255,LTR/Gypsy,rnd-1_family-0,
4,1075432,1075454,LTR/Gypsy,rnd-1_family-0,
4,1129804,1130017,LTR/Gypsy,rnd-1_family-0,
4,1143003,1143158,LTR/Gypsy,rnd-1_family-0,
4,1155962,1156154,LTR/Gypsy,rnd-1_family-0,
4,1176389,1176597,LTR/Gypsy,rnd-1_family-0,
4,1183527,1183636,LTR/Gypsy,rnd-1_family-0,
4,1222572,1222600,LTR/Gypsy,rnd-1_family-0,
4,1338411,1338630,LTR/Gypsy,rnd-1_family-0,
4,1344034,1344176,LTR/Gypsy,rnd-1_family-0,
4,1369409,1369683,LTR/Gypsy,rnd-1_family-0,
4,1382389,1382418,LTR/Gypsy,rnd-1_family-0,
4,1382836,1383153,LTR/Gypsy,rnd-1_family-0,
4,1382836,1382952,LTR/Gypsy,rnd-1_family-0,
4,1383115,1383153,LTR/Gypsy,rnd-1_family-0,
4,1392796,1392935,LTR/Gypsy,rnd-1_family-0,
4,1443952,1444143,LTR/Gypsy,rnd-1_family-0,
4,1446395,1446612,LTR/Gypsy,rnd-1_family-0,
4,1455455,1455677,LTR/Gypsy,rnd-1_family-0,
4,1455455,1455472,LTR/Gypsy,rnd-1_family-0,
4,1455666,1455677,LTR/Gypsy,rnd-1_family-0,
4,1463161,1463509,LTR/Gypsy,rnd-1_family-0,
4,1469162,1470527,LTR/Gypsy,rnd-1_family-0,
4,1469162,1469345,LTR/Gypsy,rnd-1_family-0,
4,1470328,1470527,LTR/Gypsy,rnd-1_family-0,
4,1478725,1478918,LTR/Gypsy,rnd-1_family-0,
4,1486545,1486737,LTR/Gypsy,rnd-1_family-0,
4,1511050,1511246,LTR/Gypsy,rnd-1_family-0,
4,1513087,1513308,LTR/Gypsy,rnd-1_family-0,
4,1514364,1514458,LTR/Gypsy,rnd-1_family-0,
4,1547107,1547269,LTR/Gypsy,rnd-1_family-0,
4,1562789,1562859,LTR/Gypsy,rnd-1_family-0,
4,1567308,1567438,LTR/Gypsy,rnd-1_family-0,
4,1573425,1573594,LTR/Gypsy,rnd-1_family-0,
4,1585865,1586057,LTR/Gypsy,rnd-1_family-0,
4,1622335,1622361,LTR/Gypsy,rnd-1_family-0,
4,1629099,1631040,LTR/Gypsy,rnd-1_family-0,
4,1629099,1629349,LTR/Gypsy,rnd-1_family-0,
4,1630885,1631040,LTR/Gypsy,rnd-1_family-0,
4,1634895,1635179,LTR/Gypsy,rnd-1_family-0,
4,1640721,1643871,LTR/Gypsy,rnd-1_family-0,
4,1640721,1640899,LTR/Gypsy,rnd-1_family-0,
4,1643698,1643871,LTR/Gypsy,rnd-1_family-0,
4,1652416,1652608,LTR/Gypsy,rnd-1_family-0,
4,1652416,1652428,LTR/Gypsy,rnd-1_family-0,
4,1652565,1652608,LTR/Gypsy,rnd-1_family-0,
4,1653918,1654025,LTR/Gypsy,rnd-1_family-0,
4,1655411,1655613,LTR/Gypsy,rnd-1_family-0,
4,1655411,1655435,LTR/Gypsy,rnd-1_family-0,
4,1655592,1655613,LTR/Gypsy,rnd-1_family-0,
4,1676819,1676941,LTR/Gypsy,rnd-1_family-0,
4,1688077,1688268,LTR/Gypsy,rnd-1_family-0,
4,1715387,1715517,LTR/Gypsy,rnd-1_family-0,
4,1743258,1743503,LTR/Gypsy,rnd-1_family-0,
4,1761085,1761303,LTR/Gypsy,rnd-1_family-0,
4,1761281,1761300,LTR/Gypsy,rnd-1_family-0,
4,1778006,1778193,LTR/Gypsy,rnd-1_family-0,
4,1795189,1795469,LTR/Gypsy,rnd-1_family-0,
4,1816216,1816398,LTR/Gypsy,rnd-1_family-0,
4,1836731,1836915,LTR/Gypsy,rnd-1_family-0,
4,1848626,1848810,LTR/Gypsy,rnd-1_family-0,
4,1937750,1937922,LTR/Gypsy,rnd-1_family-0,
4,1947586,1947760,LTR/Gypsy,rnd-1_family-0,
4,1959504,1959543,LTR/Gypsy,rnd-1_family-0,
4,1976489,1976825,LTR/Gypsy,rnd-1_family-0,
4,1976489,1976500,LTR/Gypsy,rnd-1_family-0,
4,1976619,1976825,LTR/Gypsy,rnd-1_family-0,
4,1989581,1989774,LTR/Gypsy,rnd-1_family-0,
4,1993179,1993430,LTR/Gypsy,rnd-1_family-0,
4,1994334,1994520,LTR/Gypsy,rnd-1_family-0,
4,1998376,1998389,LTR/Gypsy,rnd-1_family-0,
4,2001772,2001889,LTR/Gypsy,rnd-1_family-0,
4,2037869,2037983,LTR/Gypsy,rnd-1_family-0,
4,2042560,2044241,LTR/Gypsy,rnd-1_family-0,
4,2042560,2042715,LTR/Gypsy,rnd-1_family-0,
4,2044200,2044241,LTR/Gypsy,rnd-1_family-0,
4,2043915,2043955,LTR/Gypsy,rnd-1_family-0,
4,2063834,2064099,LTR/Gypsy,rnd-1_family-0,
4,2071378,2071422,LTR/Gypsy,rnd-1_family-0,
4,2072793,2072972,LTR/Gypsy,rnd-1_family-0,
4,2087440,2087651,LTR/Gypsy,rnd-1_family-0,
4,2109398,2109493,LTR/Gypsy,rnd-1_family-0,
4,2155223,2155548,LTR/Gypsy,rnd-1_family-0,
4,2177227,2177407,LTR/Gypsy,rnd-1_family-0,
4,2179931,2180268,LTR/Gypsy,rnd-1_family-0,
4,2187720,2187855,LTR/Gypsy,rnd-1_family-0,
4,2190411,2193840,LTR/Gypsy,rnd-1_family-0,
4,2190411,2190619,LTR/Gypsy,rnd-1_family-0,
4,2193639,2193840,LTR/Gypsy,rnd-1_family-0,
4,2192121,2192276,LTR/Gypsy,rnd-1_family-0,
4,2223524,2225803,LTR/Gypsy,rnd-1_family-0,
4,2223524,2223578,LTR/Gypsy,rnd-1_family-0,
4,2225671,2225803,LTR/Gypsy,rnd-1_family-0,
4,2225656,2225690,LTR/Gypsy,rnd-1_family-0,
4,2229197,2229369,LTR/Gypsy,rnd-1_family-0,
4,2253660,2253799,LTR/Gypsy,rnd-1_family-0,
4,2255507,2255742,LTR/Gypsy,rnd-1_family-0,
4,2264812,2264953,LTR/Gypsy,rnd-1_family-0,
4,2311522,2311820,LTR/Gypsy,rnd-1_family-0,
4,2360749,2361051,LTR/Gypsy,rnd-1_family-0,
4,2388496,2388564,LTR/Gypsy,rnd-1_family-0,
4,2400226,2400439,LTR/Gypsy,rnd-1_family-0,
4,2469794,2469956,LTR/Gypsy,rnd-1_family-0,
4,2469829,2470001,LTR/Gypsy,rnd-1_family-0,
4,2476110,2476269,LTR/Gypsy,rnd-1_family-0,
4,2549303,2549528,LTR/Gypsy,rnd-1_family-0,
4,2568379,2570988,LTR/Gypsy,rnd-1_family-0,
4,2568379,2568619,LTR/Gypsy,rnd-1_family-0,
4,2570803,2570988,LTR/Gypsy,rnd-1_family-0,
4,2572791,2572928,LTR/Gypsy,rnd-1_family-0,
4,2579586,2579858,LTR/Gypsy,rnd-1_family-0,
4,2579586,2579668,LTR/Gypsy,rnd-1_family-0,
4,2579816,2579858,LTR/Gypsy,rnd-1_family-0,
4,2589586,2592181,LTR/Gypsy,rnd-1_family-0,
4,2589586,2589598,LTR/Gypsy,rnd-1_family-0,
4,2592141,2592181,LTR/Gypsy,rnd-1_family-0,
4,2594160,2595925,LTR/Gypsy,rnd-1_family-0,
4,2594160,2594327,LTR/Gypsy,rnd-1_family-0,
4,2595884,2595925,LTR/Gypsy,rnd-1_family-0,
4,2595732,2595746,LTR/Gypsy,rnd-1_family-0,
4,2603038,2603291,LTR/Gypsy,rnd-1_family-0,
4,2603038,2603154,LTR/Gypsy,rnd-1_family-0,
4,2603271,2603291,LTR/Gypsy,rnd-1_family-0,
4,2604925,2605134,LTR/Gypsy,rnd-1_family-0,
4,2605822,2606041,LTR/Gypsy,rnd-1_family-0,
4,2605822,2605853,LTR/Gypsy,rnd-1_family-0,
4,2605985,2606041,LTR/Gypsy,rnd-1_family-0,
4,2636483,2636680,LTR/Gypsy,rnd-1_family-0,
4,2651839,2651952,LTR/Gypsy,rnd-1_family-0,
4,2671897,2671938,LTR/Gypsy,rnd-1_family-0,
4,2703907,2704102,LTR/Gypsy,rnd-1_family-0,
4,2727725,2727907,LTR/Gypsy,rnd-1_family-0,
4,2772951,2775824,LTR/Gypsy,rnd-1_family-0,
4,2772951,2773136,LTR/Gypsy,rnd-1_family-0,
4,2775626,2775824,LTR/Gypsy,rnd-1_family-0,
4,2772978,2773157,LTR/Gypsy,rnd-1_family-0,
4,2782785,2782959,LTR/Gypsy,rnd-1_family-0,
4,2788102,2788261,LTR/Gypsy,rnd-1_family-0,
4,2810487,2810685,LTR/Gypsy,rnd-1_family-0,
4,2813373,2813435,LTR/Gypsy,rnd-1_family-0,
4,2837548,2837612,LTR/Gypsy,rnd-1_family-0,
4,2878652,2878843,LTR/Gypsy,rnd-1_family-0,
4,2880214,2880355,LTR/Gypsy,rnd-1_family-0,
4,2942960,2943145,LTR/Gypsy,rnd-1_family-0,
4,2957873,2957937,LTR/Gypsy,rnd-1_family-0,
4,2977881,2978042,LTR/Gypsy,rnd-1_family-0,
4,2994914,2995139,LTR/Gypsy,rnd-1_family-0,
4,3033801,3034117,LTR/Gypsy,rnd-1_family-0,
